,date,user,location,text,label
500,2021-03-21 01:50:11,Moomettes,"New England, USA",Colorful #Beach Face Mask Adjustable Soft Elastic Handmade USA #etsyshop #etsyhandmade #ROCTeam #facemasks… https://t.co/H2LCi6uOuP,2
501,2021-03-18 01:19:26,masque242,Europe,"#Stay #Away ""Hau ab"" in #german #face #mask, black #cotton printed face mask, #reusable and washable #facemask,… https://t.co/CBrKa7J9ej",4
502,2021-03-17 07:32:38,StyleSealMask,Worldwide,"Do you like unique design? Lupins Air Filter Mask, designed for STYLESEAL by @amydienerpaintings

#facemask… https://t.co/FnkqltwreR",2
503,2021-03-22 22:49:07,MGDezigns,Online,Cute Black Cats and Paws Pattern Premium Face Mask https://t.co/i39iE7nuWS #cats #paws #covid #facemasks #covid19… https://t.co/iS5SG0pqNO,2
504,2021-03-19 18:37:05,globalmuseum,,30% Off Designer &amp; Personalized Face Masks in the Global Museum Store | Use promo code: MARCHTREAT4U | Valid until… https://t.co/SQv6Vs4241,3
505,2021-03-21 10:30:29,PCMCamisetas,El Mundo,"Save up to 30% Off everything
#gifts #wallart #apparel #homedecor #office #tech #bags #furniture #tabletop #outdoor… https://t.co/CT7ZTuRWVM",3
506,2021-03-17 17:55:28,deadposhuk,,"FACE MASKS &amp; NECK GAITERS 😷

https://t.co/3XNX0RIoVg

#deadposhuk #TheSmiths #Morrissey #JohnnyMarr #TShirtDay… https://t.co/V1TD1gxUBt",2
507,2021-03-24 10:00:00,PerformanceB15,"Wetherby, England","Disposable Type IIR Face Masks in stock at great prices! Get in touch to get to order yours today!

For more inform… https://t.co/uIGjwz8BG2",4
508,2021-03-20 21:28:30,Scott1984FP,"Bedford, Bedfordshire, Uk,","@LozzaFox No You @LozzaFox , Attention Seeker :/ :(

Learn Basic History &amp; Basic Pandemic History,

&amp;

Show Me Wher… https://t.co/p6gfJMneR6",2
509,2021-03-17 22:15:02,3dheals,"San Francisco, CA, USA",@Neutrogena #MaskID Project is Making Great Strides https://t.co/skmWwaqcrR! #3dscanning #3dprinted #facemask https://t.co/grhXhtP0yU,0
510,2021-03-22 18:24:48,duzBme,Dublin,@MaryOGrady8 Yep Mary “the bottom line any mask is good ... apart from these three” says comical Ali @laoneill111.… https://t.co/EqtQQF6AM3,1
511,2021-03-18 05:25:03,Moomettes,"New England, USA",kids Minnie Mouse Face https://t.co/jjWdsZdXDP via @EtsySocial #giftideas #gifts #kidsfacemask #facemask https://t.co/McXFF9sdkb,2
512,2021-03-20 09:15:04,Moomettes,"New England, USA",#Kids Easter #Bunny Rabbit Face Mask Green Orange Carrots Adjustable Fitted #Facemask Handmade USA… https://t.co/6GvARcEuuv,2
513,2021-03-18 00:00:59,MaskAirAid,"Sausalito, CA","""Egg Man"" available at MaskAirAid.  Shop now 👉 https://t.co/Dea86S8pn4  
FREE SHIPPING!  
#facemasks #facemask… https://t.co/4zsxboQS4Y",2
514,2021-03-20 06:56:07,urbanpearlgirl,Dallas TX USA,Adjustable Burnt Orange Face Mask With Toggle Colorful Australia Aboriginal Art Print Orange Brown Spiritual Women… https://t.co/ZTorWeVzrp,2
515,2021-03-18 05:08:03,Moomettes,"New England, USA",Cotton Face Mask Yellow Pink Teal Blue Cotton Abstract Boho Washable Reusable Double Layer Handmade USA https://t.co/vujZesre1s  #facemask,2
516,2021-03-19 22:55:06,MGDezigns,Online,Classy Navy Soccer Balls Pattern Sports Premium Face Mask | https://t.co/gDDpC2LWjN https://t.co/GoYLJuJzwl #soccer… https://t.co/fuCBTaKmA9,2
517,2021-03-23 21:01:21,urbanpearlgirl,Dallas TX USA,Red Face Mask Aboriginal Art Print Mask Adjustable Fitted Over the Head Blue Face Covering Scarlet Crimson Ruby Red… https://t.co/xcIWaaM99m,2
518,2021-03-17 01:23:27,Proph3tmusic,"Atlanta, GA","I just shopped throughout all of Kroger with no mask “they didn’t have any” , but why do I feel like I just robbed a bank #FaceMask #MaskUp",1
519,2021-03-19 18:38:21,patrali7,Silicon Valley,WOW-we would know even if you didn’t spell out your name on #facemask -would you like to try out some of the high q… https://t.co/Qt6TthUkiN,4
520,2021-03-24 19:34:47,OluwayomiAoko,Nigeria. Australia. Canada.,"Everyday, Nigerians demystify the theories and incident projections of #COVIDー19 

By the end of May, nobody will b… https://t.co/lhQFyrvNua",0
521,2021-03-24 19:19:17,UofMDesign,University of Minnesota,"@UMNews Environmental Health and Safety public health specialist Neil Carlson, as well as CDes graduate students Al… https://t.co/ErVIbB1Vog",1
522,2021-03-24 07:32:22,HitexJo,,"Being a qualified supplier that comply with international standards, we introduce Hitex disposable face masks to en… https://t.co/zAbFP6jjUr",1
523,2021-03-24 00:01:33,urbanpearlgirl,Dallas TX USA,Men's Face Mask Gray Adjustable Over the Head Cotton Mask With Toggle Grey Waves Face Covering… https://t.co/7dncRX75cB,4
524,2021-03-23 10:00:36,urbanpearlgirl,Dallas TX USA,Black And White Face Mask Aboriginal Art Print Mask Adjustable Over The Head Face Covering Bush Tucker… https://t.co/HEEsD941lU,2
525,2021-03-18 16:09:00,BrinBoatMasks,,#Disneyland is reopening April 30!!!! You will need a #facemask. Buy something special to celebrate your return to… https://t.co/pQCxIJxhEb,1
526,2021-03-18 12:34:54,Moomettes,"New England, USA",Paisley Face Mask Sage Green Cotton Adjustable Fitted #facemask Earth Tones Classic #BusinessCasual Handmade USA… https://t.co/V7K75RmCNw,4
527,2021-03-24 14:45:43,ofire_ofire,Kenya,"As the clock ticks towards #EndTB, two pertinent questions arise;

What is the global/in-country incidence rate sin… https://t.co/1HASLHkofS",0
528,2021-03-17 20:56:19,TurneRoundFit,WorldWide,Customer rocking mask and matching headwrap by Sock’It Accessories. #sockit #sockitaccessories #facemask #masks… https://t.co/DZxo37zRox,0
529,2021-03-17 04:58:46,urbanpearlgirl,Dallas TX USA,Adjustable Burnt Orange Face Mask With Toggle Colorful Australia Aboriginal Art Print Orange Brown Spiritual Women… https://t.co/Iu6OezIrOE,2
530,2021-03-18 02:35:02,pressagents,,Shop Selva Negra’s sustainable #facemask https://t.co/0FxTwPk3pZ https://t.co/EgyZFimVvv #fashion,0
531,2021-03-19 07:00:27,mannsbestfrien3,"Birmingham, England","Dog bandanas and matching facemasks available to order.
#matchymatchy #lovedogs #smalldogs #facemasks #dogbandanas… https://t.co/3bD3LUij8J",2
532,2021-03-21 22:39:20,pdjmoo,USA and Global,"🆘 3 Million #Covid Masks a Minute: The Next #Plastics Problem
Worldwide humans use 129 BILLION #FaceMasks - each mo… https://t.co/6CENtMBQwL",1
533,2021-03-19 13:26:11,Sunleil,,"Affordable Cloth #FaceMasks you can buy for #Adults, with Unique #Artwork Printed on each #Mask - Chocolate… https://t.co/v2I7AHkXqL",2
534,2021-03-21 18:07:42,ToryRichards,"Florida, USA","Stylin' in my new face mask! lol
#dragonfly #facemasks https://t.co/2M9owl7RaD",2
535,2021-03-22 21:06:04,NahomTadelle,Addis Abeba,"“Hold my hands for my last breath”
#COVID19 #facemasks #covid19ethiopia #SocialDistancing https://t.co/RI05l344cq",1
536,2021-03-18 10:43:32,BluediamondsGS,Derbyshire,handmade facemask washable Skull and Rose re-useable cotton face covering | eBay #handmade #reusable #washable… https://t.co/A12hbQWQWM,4
537,2021-03-24 19:32:11,PCMCamisetas,El Mundo,"Save up to 35% Off
#gifts #tshirts #homedecorideas #bags #mugs #tech #office #wallart #facemasks

Design Rurouni… https://t.co/kEw4lDmbbZ",3
538,2021-03-22 15:32:03,ShoppingCoups,,"'Sign of the Times - Wear Your Mask' trending facemask on sale or customize your own #facemask, sign, Tshirt, etc &gt;… https://t.co/Uv0NPCV0Ku",2
539,2021-03-22 19:23:47,TheBeautyzen,,"https://t.co/PGmYzsOQej

Beauty is in the eye of the.....

#beauty #eyelashes #eyes #eyecream #BeautifulWomen… https://t.co/NVOqQC8YyY",2
540,2021-03-19 18:46:16,Sunleil,,"We're all going to be wearing #Facemasks for a while, which is all the more reason to find one that you like with U… https://t.co/qvbSsp28TH",2
541,2021-03-20 08:38:42,sincerelyy_sh,"Belfast, Northern Ireland","2 days to go!!! 👀👀

Face masks are our go to accessory this year, so why not treat yourself or loved ones &amp; discove… https://t.co/noAOwSFtin",2
542,2021-03-18 14:17:39,CNSLuton,"Luton, UK",Thank you to @HygieneStAlbans for the donation of 6000 facemasks!  This will help so many staff and pupils over the… https://t.co/5xkv7GlP4F,1
543,2021-03-24 16:43:19,vidthekid82,Sampford Peverell,"#sidneyshelley enjoyed his @sip_shed_devon  #hotchocolate he made it into a #facemasks @ Uplowman, Somerset, United… https://t.co/X9xqdQNhlf",0
544,2021-03-20 17:13:00,GLOWMerchandise,UK and South Africa,"G.L.O.W. Merchandise special this Easter. 

X2 pairs of decorated goggles and x2 face masks for £35 on Depop:… https://t.co/NiEAhURICa",3
545,2021-03-20 20:56:57,urbanpearlgirl,Dallas TX USA,Dark Green Face Mask Cotton Washable Reusable Adjustable Over The Head Team Colors Green Bay Packers Mask Celtics J… https://t.co/tWnFCls711,2
546,2021-03-20 04:07:18,NWFLphotos,"Panama City, Florida","Be unique!! If we have to wear them, might as well do it in style!! #facemasks #floralart #masks… https://t.co/N1V7U1iBzW",2
547,2021-03-23 20:16:23,fantasy_global,,"40% Off Facemasks! We've got you covered!
https://t.co/FTTxi9za9Y 
#Deals 
#facemasks",3
548,2021-03-19 18:05:03,Moomettes,"New England, USA",Jade Green Floral Face Mask Batik Yellow Flowers Adjustable | Etsy #etsyshop #etsyhandmade #facemasks… https://t.co/3LmDXTChUd,2
549,2021-03-21 20:07:23,SVCrafts,"Manningtree, England",Hello everyone @UkCraftersHour 👋 I've been making more #facemasks this week 😷 You can view the full range in my… https://t.co/zJXjCeqyuW,2
550,2021-03-21 02:30:00,MusicEternal1,,"Special Merchandise:
Set of 3 Face Masks From Alfa Matrix

https://t.co/IGMKMy9PH5

#Musiceternal… https://t.co/fmFzTWzjHR",2
551,2021-03-22 12:04:38,HurmerintaArt,Finland,"Rose design on #facemasks

15% off sitewide sale. Now through March 25. Code: MAGIC15

https://t.co/HGsSGSiZ7v #findyourthing #redbubble",3
552,2021-03-24 11:35:03,Moomettes,"New England, USA",Paisley Face Mask Aqua Blue Yellow Adjustable Fitted #Facemask Handmade USA #etsyshop #etsyhandmade #shopsmall… https://t.co/TB9Wqe16Nr,2
553,2021-03-18 03:32:35,medical_winner,"Shenzhen, China","#facemask mask with #soft earloop, brings you comfortable feeling, not only on the skin, but also in your heart.… https://t.co/WxsY3hPKm2",4
554,2021-03-23 08:55:10,lifestyletipoff,,Hyaluronic acid is renowned for its unique ability to retain water moisture and deeply hydrate the skin. #beauty… https://t.co/bAncGuT2YB,4
555,2021-03-17 17:54:20,HedgieDesigns,"Oregon, USA",Adorable White Bunny Premium Face Mask https://t.co/u079LXd71f via @zazzle #bunny #facemask,2
556,2021-03-18 22:13:05,BricksHub,,Tartan Black Watch Plaid Print Premium Face https://t.co/lZq3fRnLNM #personalcare #blackwatchtartan #facemask… https://t.co/Kz6ayFqzyq,2
557,2021-03-19 23:55:42,urbanpearlgirl,Dallas TX USA,Adjustable Over the Head Blue Face Mask Cotton Washable Fashion Blue Face Covering https://t.co/nOdBqO0ppY… https://t.co/M3OxFWMVhA,4
558,2021-03-18 17:44:16,MahJonggMaven1,,"This mask is perfect for the Maven who wants to tell the world how much we LOVE Mah Jongg!  The mask measures 7.8""… https://t.co/2IMsQjCEfE",2
559,2021-03-20 22:46:52,mar73_designs,,Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/iq20c2UqXD #findyourthing… https://t.co/O1gmETx89u,2
560,2021-03-22 19:55:10,FabricFrames,"Deptford, NJ USA",https://t.co/D06ek074RI #sale 15% off #yard #meter + #quilt #cotton #petalcotton #cottonpoplin #organiccotton… https://t.co/if4y12kVjx,3
561,2021-03-18 17:49:26,masque242,Europe,"I'm a #Unicorn light #blue #facemask, #fitted #Reusable and #washable face mask, dust home choir face mask, hairsty… https://t.co/XzVy4OSIZW",4
562,2021-03-22 22:11:37,CSSEF,"Hampshire, Surrey, London ","Over 5,000 #facemasks have been posted in the last 72 hours for teachers of #Deaf children.  Very thankful to our v… https://t.co/rGrWF8VUqV",1
563,2021-03-20 09:41:26,MURPHYPJ,IRELAND,#CANVAS ART PRINTS &amp; https://t.co/ci1Sc5xhZd #wallart #homedecor #phonecases #coffee #mugs #fleeceblankets… https://t.co/BuR6te7B8d,0
564,2021-03-18 07:20:44,AtlPartyCrasher,"Atlanta, GA","@oncodebrotha83 Private businesses still require #facemask.
https://t.co/G8Fu3afWUP",1
565,2021-03-17 22:14:02,Moomettes,"New England, USA",Solid Gray Face Mask Washable Reusable Cotton Cloth #Facemask Cover Unisex / Child / Adult / Handmade in USA https://t.co/hw2ks9dzXC,4
566,2021-03-21 11:59:56,MURPHYPJ,IRELAND,PALM #SUNDAY STICKERS https://t.co/I7T9mEcVOg #wallart #homedecor #phonecases #Christian #mugs #fleeceblankets… https://t.co/KJ6DT2LEYU,0
567,2021-03-24 01:00:11,Moomettes,"New England, USA",#Paisley Face Mask Geometric Blue Fitted #Facemask Handmade in USA #etsyshop #etsyhandmade #shopsmall #ROCTeam… https://t.co/daLiz9vIXW,2
568,2021-03-19 13:26:06,DailyFinds4U,Norway,Adult Premium Face Mask - Origami Butterflies https://t.co/wiR4qQukpK --- Kids Premium Face Mask - Origami Butterfl… https://t.co/2Geucsw90G,2
569,2021-03-24 06:29:06,stankeviciusint,"Dublin, Ireland","Selling: #NitrileGloves, #1860 #FaceMasks, #Vaccines #SputnikV, #syringes. Contact sales: https://t.co/gWmRopLARO o… https://t.co/RDCSxwVb0z",0
570,2021-03-19 12:14:55,Gerundagula,Media City Salford UK,"""An alarming 25% of over 50's in UK said they would not mix or socialise at indoor events or remove #facemasks in p… https://t.co/ENtG4TviG1",1
571,2021-03-19 18:53:50,LeoWash68390093,UK,"#Sainsburys tonight, guard at door, ‘excuse me, Sir..’.  Ignored him. Only one in shop without a mask.… https://t.co/BGq2YkdaIs",1
572,2021-03-22 20:40:04,eVisitorGuide,"CHI, MKE, STL & Nashville","Hey...If anyone needs #PPE, our friends at @nolapub have #facemasks for sale. The regular disposable masks are $35… https://t.co/jebstY1d3s",3
573,2021-03-21 13:57:57,urbanpearlgirl,Dallas TX USA,Colorful Aboriginal Art Print Face Mask With Toggle Black and White Adjustable Face Covering Over The Head Mask Bus… https://t.co/apb2lSTGWv,2
574,2021-03-23 21:10:27,mask_pretty,"Philadelphia, PA","Road Trip with https://t.co/LjGWouHD8v, The Everyday, Essential Fashion Accessory.

https://t.co/Zy1abWV5hx

#shop… https://t.co/dUejyN6pqB",2
575,2021-03-19 13:24:53,seanedwardfitz,"England, United Kingdom",As said from the start; #facemasks to stop spread of #COVID19 is false. Nothing more than a glorified placebo effec… https://t.co/cThTeJRDLB,1
576,2021-03-18 19:58:00,CreaturesStore,,"Trippy Cactus Pot Yellow Weird Funny Psychedelic Adult Cloth Face Mask

https://t.co/qvyVqhAsRQ #mask #masks… https://t.co/fcsUMvU8J1",2
577,2021-03-20 17:06:07,zazzlephotos,"Washington, USA",Save 30% on all Face Masks this weekend only! Select from different styles. Colorful Zinnia Garden Floral Pattern P… https://t.co/sWuldSSWfV,3
578,2021-03-22 21:44:14,Sunleil,,"Affordable Designer Cloth #FaceMasks you can buy for #Adults, with Unique #Artwork Printed on each #Mask -… https://t.co/IDZyCOs9ai",2
579,2021-03-22 23:34:12,Sunleil,,"We're all going to be wearing #Facemasks for a while, which is all the more reason to find one that you like with R… https://t.co/hoiYHnCern",1
580,2021-03-19 10:34:43,LyvySkincare,,"#giveaway over on our Instagram ✨✨ https://t.co/3s6FVugvIq 

#win #Giveaways #GiveawayAlert #WINWIN #competition… https://t.co/OOqp5tTNmf",0
581,2021-03-17 10:27:10,MagnesiumHC,"Fulham, London","https://t.co/KUMy1lZ5Lr

Head to our site for orders over the next few days!  👀
#facemask #covid19safety #healthcaresolution",0
582,2021-03-21 00:15:51,jpblandthorn,"Melbourne, Victoria",people at @Coles in #Williamstown have officially given up #facemasks. I would say it is as high as 50% of customer… https://t.co/WFjB5D2bcQ,1
583,2021-03-23 18:41:00,NeilGordonYEG,"Edmonton, Alberta",@KiehlsCanada #unboxing !  Men’s discovery kit and #moisturizer &amp; #facemasks #samples ❤️  Super excited to try thes… https://t.co/GwPzy8e5r6,0
584,2021-03-24 13:30:02,Moomettes,"New England, USA",Many styles of #Kids Handmade #Facemasks Made in USA #etsyshop #etsyhandmade #shopsmall #ROCTeam #facemasks… https://t.co/Una1MGsOnq,2
585,2021-03-17 04:57:03,FabricFrames,"Deptford, NJ USA",https://t.co/HEUrByRNPm #zazzle #custom #dressage #horse #riding #Mask #facemask #facemasks #equine #equestrian… https://t.co/0HEGTcPNtm,2
586,2021-03-19 02:06:23,FabricFrames,"Deptford, NJ USA",https://t.co/5SPm7euur9 #redbubble #custom #mask #masks #facemask  #stayhealthy  #Mar18 #Mar19 #Mar20 #Mar21… https://t.co/JOB6USup7F,0
587,2021-03-21 03:15:02,Moomettes,"New England, USA",#Easter Face Mask Pastels Easter Egg Cotton Adjustable #Facemask Handmade USA https://t.co/47A6bnsacv #Bonanza… https://t.co/EM0Tz647QP,4
588,2021-03-22 09:07:29,SunjayJK,Gurgaon 🌍 🌏 🌎 world,"In one day in March alone, @mybmc collected Rs 42 lacs (US$ 58 k) in No Masks Fine,
Overall, Rs 44 cr ($ 6 mln) col… https://t.co/SuLlP5W4IB",3
589,2021-03-18 19:48:14,franlondon,"Kihei, whenever possible",@chiproytx Your #facemask does not function when your nose hangs out.  Here are instructions for tightening it so i… https://t.co/yJwWwy9Fcg,1
590,2021-03-23 00:54:36,BsaSourcing,CHINA,"#BFE95 #PFE30 #BFE99 #Meltblown for making #Facemasks,#KN95 #N95 #MASKS #Factory price:https://t.co/DxCW7gxn12 https://t.co/tkKbvfYd9N",1
591,2021-03-18 21:22:59,pulaskishepherd,,"“Pine Sage Moss Diagonal” Face Mask

#PulaskiShepherdCo
#pscsco
#PineSageMossDiagonal
#FaceMask
#society6… https://t.co/qaY3curMLg",2
592,2021-03-21 08:54:17,Shiz65,"Dubai, United Arab Emirates",#CovidVaccine helps reducing the Intensity of the #COVID19 symptoms it does NOT prevent getting the disease #SOP sh… https://t.co/SzFLGqRqUp,1
593,2021-03-19 22:45:03,Moomettes,"New England, USA",#Daisies Face Mask Floral White Yellow #Flowers on Blue Adjustable Soft Elastic #Facemask Handmade USA… https://t.co/Pk5zDWwtcw,2
594,2021-03-21 16:05:59,MarroniDean,Lancaster,"That time the ""world health organization"" (don't ask me who TF ever voted for one of those BTW) said healthy people… https://t.co/s1B3tAFhJk",1
595,2021-03-18 22:15:04,sunshinesmasks,florida ,love is the key #relationshipgoals #loveforever #xoxo #iloveyou #loveu2 #loved #truelove #lovehim #lovemoments… https://t.co/OyP89fbxHO,2
596,2021-03-21 23:12:07,MGDezigns,Online,Classy Navy Football Balls Pattern Sports Premium Face Mask  https://t.co/jpiWj8nrBG #football #covid #facemasks… https://t.co/VnZ3HFkiQC,2
597,2021-03-19 04:43:34,viro_armour,,Let your safety not become threat to other living beings out there. Wear #reusablemasks to reduce #carbonfootprint!… https://t.co/l5WREkYoW9,1
598,2021-03-24 20:56:03,eVisitorGuide,"CHI, MKE, STL & Nashville","Hey...If anyone needs #PPE, our friends at @nolapub have #facemasks for sale. The regular disposable masks are $35… https://t.co/56Z2kHgw4f",3
599,2021-03-22 16:08:03,BeletteLePink,España,"15%   OFF @redbubble
#spring sale 🌸🌸🌸
 #findyourthing 
🦝🦊🦝
#facemasks #apparel by @BeletteLePink
#wolves #weasels… https://t.co/dQktcevJyp",3
600,2021-03-18 19:49:29,masque242,Europe,"#Tartan #Face #mask, #Red, multi color cloth #Reusable - #washable #facemask, tartan mask, #handmade face mask, cho… https://t.co/ibkfAPZ5xT",4
601,2021-03-21 00:35:03,Moomettes,"New England, USA",Polka Dot Face Mask Navy Blue White Batik Cotton #Facemask Handmade in USA https://t.co/yXb0qBRcnX #etsyshop… https://t.co/KsIcbnYBWD,4
602,2021-03-20 06:29:11,stankeviciusint,"Dublin, Ireland","Selling: #NitrileGloves, #1860 #FaceMasks, #Vaccines #SputnikV, #syringes. Contact sales: https://t.co/gWmRopLARO o… https://t.co/wim5n8x8D8",0
603,2021-03-18 00:00:08,shinjuproducts,,"Blue abstract pattern design face mask

Avalaible on RedBubble:
https://t.co/zJroyjtUAY

#clothes #design #pattern… https://t.co/WFMuasEaJl",2
604,2021-03-18 08:53:51,Turleen,San Francisco ,Face Masks for sale. Available on my Ebay. Link in Bio. Made from Guatemala Huipil fabrics #huipil… https://t.co/X7epvJCKwC,3
605,2021-03-22 08:08:58,Karintaylor,australia near the beach,New #paintings #Prints available via https://t.co/Z97E3L0fN5 #bobtailsquid #squid #mandarinfish #chameleons… https://t.co/fzxHyfE3bg,0
606,2021-03-18 02:02:03,festercustomart,"Tamarac, FL ","""Among us"" are fun custom face masks by Fester! LOL 
#airbrush #artist #festercustomairbrushing  #airbrush… https://t.co/wtmI3dFR2i",2
607,2021-03-18 12:01:27,grizzly_pumpkin,,Our new Geometric face coverings are available and take inspiration from the abstract shapes found on our Distorted… https://t.co/FhtuGdcCiu,2
608,2021-03-17 20:42:00,ForemostPromos,New Jersey,Don't Miss the PPE Blowout Sale! Get Discounted Sanitizers &amp; Masks While Supplies Last!  https://t.co/nuKErU6TPx… https://t.co/oRIASgwdHK,3
609,2021-03-19 12:34:44,yespunjab,Punjab,"Amarinder tells DGP, Health Dept to get people not wearing masks tested at nearest RT-PCR Testing Centre… https://t.co/IOE5pjA2Qv",1
610,2021-03-18 01:37:36,PBFASHIONS,"San Diego, Ca",Check out  Face Mask Unisex JESUS I TRUST IN YOU 100% Cotton Washable- Black  #Handmade #FaceMasks… https://t.co/kUgsyILw9c,4
611,2021-03-17 06:58:28,sparkzonIndia,"Chandigarh, India","You Can Clear the Stubborn Blackheads in one Go
Wild Ferns Rotorua Mud Face Mask with aloe vera &amp; cucumber.
Dilute… https://t.co/2WQpKI1VBa",0
612,2021-03-24 07:01:59,urbanpearlgirl,Dallas TX USA,Brown Face Mask With Toggle Orange Face Mask Colorful Aboriginal Art Print Adjustable Over The Head Face Covering W… https://t.co/UmowhLwH6E,2
613,2021-03-23 14:30:28,Moomettes,"New England, USA",Pink Green Face Mask Adjustable Handmade #etsyshop #etsyhandmade #facemasks #facemasksforsale #fashion #giftideas… https://t.co/PsR4DRgrgs,2
614,2021-03-23 16:38:23,Sunleil,,#Gyrfalcon #FaceMasks - Washable in Hot Water and can be Tumbled Dry #Masks are 2 layered and made of 100% brushed… https://t.co/qLKbCehDiE,4
615,2021-03-22 16:04:49,MURPHYPJ,IRELAND,#BELFAST ART PRINTS &amp; https://t.co/DzGIEUOAEQ #wallart #homedecor #phonecases #coffee #mugs #fleeceblankets… https://t.co/Vfzx9ut7U4,0
616,2021-03-24 17:40:08,Telexplainer,USA,This face mask is the image of a vintage printed circuit board. https://t.co/ADdtO5fkdP #facemasks #techgifts https://t.co/9QenXk6htY,2
617,2021-03-24 14:36:00,Health_PromoNow,,"Shop Price Drops on In Stock Face Masks and Get Free Shipping, Now!  https://t.co/63X7Ngca4C  #masks #facemasks… https://t.co/7fBBqSVGZu",3
618,2021-03-22 19:17:14,SurfnSunshine,"Los Angeles, CA","😷 For sale: Adjustable + washable 3 layer cotton face masks w/ filter pocket &amp; removable nose wire.

💕NO ELASTIC do… https://t.co/52678QXq4z",3
619,2021-03-19 18:55:24,urbanpearlgirl,Dallas TX USA,Men's Face Mask Gray Adjustable Over the Head Cotton Mask With Toggle Grey Waves Face Covering… https://t.co/klg3i4SW5Q,4
620,2021-03-22 06:18:48,FabricFrames,"Deptford, NJ USA",1 #hour #left! https://t.co/HEUrByRNPm #zazzle #custom #dressage #horse #riding #Mask #facemask #facemasks #equine… https://t.co/iomFjxrrcF,3
621,2021-03-18 12:00:17,taicheUK,Turkey and UK,"#FaceMask Pattern Overlap Retro Style In Blood Orange Shades Layered Artwork #taiche 
#pattern #geometric… https://t.co/FO72ECcrDg",2
622,2021-03-20 07:12:03,FaydeEurope,United Kingdom,"Exercise and Keep Fit. Under Armour Face Mask Cover 3 Layer Washable Breathable, Gym Workout Sports Buy Now -… https://t.co/fXy6mQakhx",1
623,2021-03-18 07:49:26,masque242,Europe,"Get #Lost #fitted #face #mask, #red #cotton #printed face mask, #reusable and #washable mouth cover, avantgarde fac… https://t.co/KFS684EnER",4
624,2021-03-19 12:40:15,claytoonz,"ÜT: 38.31601,-77.441136","If you ever physically assault Rand Paul, your legal defense can be...it was Rand Paul.
Read the blog:… https://t.co/RJEeGjocIW",0
625,2021-03-23 21:00:00,HM55493678,,@RachelBendayan @CPC_HQ @liberal_party If you recognize #ClimateChange why do you let our planet to be flooded with… https://t.co/9mvPOTdpij,0
626,2021-03-17 11:55:28,ColonelRobHans,"New York, USA","Look For &amp; Buy Your Face Mask - One Size Fits All Over 11,000 photos to choose from @ https://t.co/nWAq8Pg1ig… https://t.co/U2IXr38T4A",2
627,2021-03-17 07:08:31,PCMCamisetas,El Mundo,"#gifts #wallart #apparel #homedecor #bags #mugs #tech #stationery #facemask #findyourthing

Design Sexy police… https://t.co/FwHF0w0vwR",2
628,2021-03-19 23:02:07,MGDezigns,Online,Classy Navy Football Balls Pattern Sports Premium Face Mask  https://t.co/jpiWj8nrBG #football #covid #facemasks… https://t.co/F9f0nL70rb,2
629,2021-03-18 17:09:14,DailyFinds4U,Norway,Adult Premium Face Mask - Origami Butterflies https://t.co/HITl5KpnnE --- Kids Premium Face Mask - Origami Butterfl… https://t.co/E6TIlEuNEU,2
630,2021-03-20 14:50:42,SmoothFunFacts,,"Smooth Fun Fact #1218: Desperate for entertainment during the COVID-19 pandemic, Smooth and his offspring often fre… https://t.co/P34NVgElAZ",1
631,2021-03-23 21:42:00,ForemostPromos,New Jersey,Face Masks In Stock and On Sale! Order While Supplies Last!  https://t.co/nuKErTPiqX  #masks #facemasks #facemask… https://t.co/zjL5C3SJhH,3
632,2021-03-21 06:39:50,PaulDakers1,Huntingdon,#Police reckon they could have been dealing with other violent incidents if they weren’t on the #FreedomToProtest M… https://t.co/hydidSq223,1
633,2021-03-24 07:30:10,CherylWillow,newton-le-willows,"Our customers can’t be wrong! They are now ordering reprints!
They have gone down really well with the sales team,… https://t.co/uEvEl29f6Y",4
634,2021-03-23 04:58:06,_Raul_Caballero,Mexico City ,Incredible that the @F1 hasnt fixed a deffective pattern design for their #facemasks +20 super designers around for… https://t.co/tt93fey0w6,2
635,2021-03-17 15:19:02,Moomettes,"New England, USA",#Strawberry Cute Face Mask Washable Reusable Cotton Cloth Masks Red Yellow Fruit Cover Handmade in USA https://t.co/9WWxwTXwkw #facemask,4
636,2021-03-17 14:21:10,TheKishaRenee,,Handmade face mask #facemask #handmade #crafts #sewing https://t.co/xTgjYwXJ3q,2
637,2021-03-21 13:34:47,polls_unbiased,United States,"Do the lockdowns/mask mandates need to end immediately?

Follow me @polls_unbiased

#poll #USA #UnitedStates… https://t.co/i6ub0Y547V",0
638,2021-03-20 14:05:05,Moomettes,"New England, USA",#Daisies Face Mask Floral White Yellow Flowers on Blue Adjustable Soft Elastic Handmade USA https://t.co/Bw7HJMhfJV… https://t.co/ZQmtLLX7kr,2
639,2021-03-22 08:07:00,MetlabP,"Deeside, Flintshire","Happy Monday! We're ready to start a new week. How about you? 

#MaskUp to protect yourself and those around you wi… https://t.co/vAxxdR6pos",1
640,2021-03-18 22:10:14,Moomettes,"New England, USA",Yellow Floral Face Mask https://t.co/hSVSMW3vEi via @EtsySocial #giftideas #gifts #facemask #cottonfacemask https://t.co/B8bBSq8bW1,2
